timestamp,rel_time,heading_goal,current_heading,heading_error,rudder_goal,rudder_actual,shaft_goal,shaft_actual,autopilot_engaged
2026-07-26T09:08:48.931000,0.1006927490234375,0,,0.0,0,0,1500,0
