timestamp,rel_time,heading_goal,current_heading,heading_error,rudder_goal,rudder_actual,shaft_goal,shaft_actual,autopilot_engaged
2026-07-26T09:09:03.249790,0.10085630416870117,0,,0.0,0,0,1500,0
2026-07-26T09:09:03.350038,0.20111727714538574,0,,0.0,0,0,1500,0
2026-07-26T09:09:03.450819,0.30188584327697754,8.76,8.76,91.24,0,0,2737.2,0
2026-07-26T09:09:03.551321,0.4023869037628174,8.76,8.76,0.0,0,0,0.0,0
2026-07-26T09:09:03.651774,0.5028402805328369,8.76,8.76,0.0,0,0,0.0,0
2026-07-26T09:09:03.752140,0.6032071113586426,8.76,8.76,0.0,0,0,0.0,0
2026-07-26T09:09:03.852559,0.703624963760376,8.76,8.76,0.0,0,0,0.0,0
2026-07-26T09:09:03.954085,0.8051495552062988,1.0,1.0,7.76,0,0,232.9,0
2026-07-26T09:09:04.054299,0.9053633213043213,1.0,1.0,0.0,0,0,0.0,0
2026-07-26T09:09:04.154622,1.0056874752044678,1.0,1.0,0.0,0,0,0.0,0
2026-07-26T09:09:04.255309,1.1063754558563232,1.0,1.0,0.0,0,0,0.0,0
2026-07-26T09:09:04.355626,1.2066917419433594,1.0,1.0,0.0,0,0,0.0,0
2026-07-26T09:09:04.456198,1.3072640895843506,356.27,356.27,4.73,0,0,141.9,0
2026-07-26T09:09:04.557156,1.4082450866699219,356.27,356.27,0.0,0,0,0.0,0
