timestamp,rel_time,heading_goal,current_heading,heading_error,rudder_goal,rudder_actual,shaft_goal,shaft_actual,autopilot_engaged
2026-07-26T08:34:42.495798,0.10162591934204102,0,,0.0,0,0,1500,0
